promoter,sp,codon,scaffold_base,propeptide,nglyc,cai,mrna_5p,rare_clusters,chaperone_load,promoter_sp_prior,concordance_n,composite,top20_cai,top20_mrna_5p,top20_chaperone_load,top20_promoter_sp_prior
PamyB,SPamyB_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,1.02000,4,0.91174,1,1,1,1
PamyB,SPamyB_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,1.02000,4,0.91174,1,1,1,1
PamyB,SPamyB,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,1.00000,4,0.90419,1,1,1,1
PamyB,SPamyB,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,1.00000,4,0.90419,1,1,1,1
PamyB,SPglaA_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,1.00000,4,0.90419,1,1,1,1
PamyB,SPglaA_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,1.00000,4,0.90419,1,1,1,1
PamyB,SPamyB_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,1.02000,4,0.90017,1,1,1,1
PamyB,SPamyB,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,1.00000,4,0.89262,1,1,1,1
PamyB,SPglaA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,1.00000,4,0.89262,1,1,1,1
PamyB,SPglaA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.95000,4,0.88532,1,1,1,1
PamyB,SPglaA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.95000,4,0.88532,1,1,1,1
PamyB,SPalpA_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.92000,4,0.87400,1,1,1,1
PamyB,SPalpA_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.92000,4,0.87400,1,1,1,1
PamyB,SPglaA,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.95000,4,0.87375,1,1,1,1
PamyB,SPpepO_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.90000,4,0.86646,1,1,1,1
PamyB,SPpepO_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.90000,4,0.86646,1,1,1,1
PamyB,SPalpA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.92000,4,0.86243,1,1,1,1
PamyB,SPalpA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.88000,4,0.85891,1,1,1,1
PamyB,SPalpA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.88000,4,0.85891,1,1,1,1
PamyB,SPpepO_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.90000,4,0.85488,1,1,1,1
PglaA,SPamyB_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.86700,4,0.85400,1,1,1,1
PglaA,SPamyB_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.86700,4,0.85400,1,1,1,1
PamyB,SPpepO,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.85000,4,0.84759,1,1,1,1
PamyB,SPpepO,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.85000,4,0.84759,1,1,1,1
PamyB,SPlipase_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.85000,4,0.84759,1,1,1,1
PamyB,SPlipase_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.85000,4,0.84759,1,1,1,1
PglaA,SPamyB,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.85000,4,0.84759,1,1,1,1
PglaA,SPamyB,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.85000,4,0.84759,1,1,1,1
PglaA,SPglaA_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.85000,4,0.84759,1,1,1,1
PglaA,SPglaA_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.85000,4,0.84759,1,1,1,1
PamyB,SPalpA,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.88000,4,0.84734,1,1,1,1
PglaA,SPamyB_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.86700,4,0.84243,1,1,1,1
PamyB,SPlipase,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.82000,4,0.83627,1,1,1,1
PamyB,SPlipase,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.82000,4,0.83627,1,1,1,1
PamyB,SPpepO,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.85000,4,0.83601,1,1,1,1
PamyB,SPlipase_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.85000,4,0.83601,1,1,1,1
PglaA,SPamyB,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.85000,4,0.83601,1,1,1,1
PglaA,SPglaA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.85000,4,0.83601,1,1,1,1
PglaA,SPglaA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.80750,4,0.83155,1,1,1,1
PglaA,SPglaA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.80750,4,0.83155,1,1,1,1
PamyB,SPlipase,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.82000,4,0.82469,1,1,1,1
PglaA,SPalpA_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.78200,4,0.82193,1,1,1,1
PglaA,SPalpA_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.78200,4,0.82193,1,1,1,1
PglaA,SPglaA,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.80750,4,0.81998,1,1,1,1
PglaA,SPalpA_pro,5p_softened,direct_natag_pts1ok,prop_native,nglyc_ablated,0.91474,0.73333,2,0.25000,0.78200,4,0.81035,1,1,1,1
PamyB,SPamyB_pro,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,1.02000,3,0.90122,0,1,1,1
PamyB,SPamyB_pro,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,1.02000,3,0.90122,0,1,1,1
PamyB,SPamyB,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,1.00000,3,0.89368,0,1,1,1
PamyB,SPamyB,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,1.00000,3,0.89368,0,1,1,1
PamyB,SPglaA_pro,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,1.00000,3,0.89368,0,1,1,1
PamyB,SPglaA_pro,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,1.00000,3,0.89368,0,1,1,1
PamyB,SPamyB_pro,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,1.02000,3,0.88965,0,1,1,1
PamyB,SPamyB,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,1.00000,3,0.88210,0,1,1,1
PamyB,SPglaA_pro,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,1.00000,3,0.88210,0,1,1,1
PamyB,SPglaA,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.95000,3,0.87481,0,1,1,1
PamyB,SPglaA,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.95000,3,0.87481,0,1,1,1
PamyB,SPalpA_pro,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.92000,3,0.86349,0,1,1,1
PamyB,SPalpA_pro,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.92000,3,0.86349,0,1,1,1
PamyB,SPglaA,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.95000,3,0.86323,0,1,1,1
PamyB,SPpepO_pro,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.90000,3,0.85594,0,1,1,1
PamyB,SPpepO_pro,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.90000,3,0.85594,0,1,1,1
PamyB,SPalpA_pro,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.92000,3,0.85191,0,1,1,1
PamyB,SPalpA,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.88000,3,0.84839,0,1,1,1
PamyB,SPalpA,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.88000,3,0.84839,0,1,1,1
PamyB,SPpepO_pro,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.90000,3,0.84437,0,1,1,1
PglaA,SPamyB_pro,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.86700,3,0.84349,0,1,1,1
PglaA,SPamyB_pro,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.86700,3,0.84349,0,1,1,1
PamyB,SPpepO,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.85000,3,0.83707,0,1,1,1
PamyB,SPpepO,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.85000,3,0.83707,0,1,1,1
PamyB,SPlipase_pro,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.85000,3,0.83707,0,1,1,1
PamyB,SPlipase_pro,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.85000,3,0.83707,0,1,1,1
PglaA,SPamyB,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.85000,3,0.83707,0,1,1,1
PglaA,SPamyB,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.85000,3,0.83707,0,1,1,1
PglaA,SPglaA_pro,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.85000,3,0.83707,0,1,1,1
PglaA,SPglaA_pro,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.85000,3,0.83707,0,1,1,1
PamyB,SPalpA,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.88000,3,0.83682,0,1,1,1
PamyB,SPamyB_pro,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.02000,3,0.83482,1,0,1,1
PamyB,SPamyB_pro,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.02000,3,0.83482,1,0,1,1
PamyB,SPamyB_pro,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.02000,3,0.83482,1,0,1,1
PamyB,SPamyB_pro,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.02000,3,0.83482,1,0,1,1
PglaA,SPamyB_pro,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.86700,3,0.83191,0,1,1,1
PamyB,SPamyB,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.00000,3,0.82727,1,0,1,1
PamyB,SPamyB,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.00000,3,0.82727,1,0,1,1
PamyB,SPamyB,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.00000,3,0.82727,1,0,1,1
PamyB,SPamyB,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.00000,3,0.82727,1,0,1,1
PamyB,SPglaA_pro,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.00000,3,0.82727,1,0,1,1
PamyB,SPglaA_pro,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.00000,3,0.82727,1,0,1,1
PamyB,SPglaA_pro,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.00000,3,0.82727,1,0,1,1
PamyB,SPglaA_pro,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,1.00000,3,0.82727,1,0,1,1
PamyB,SPlipase,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.82000,3,0.82575,0,1,1,1
PamyB,SPlipase,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.82000,3,0.82575,0,1,1,1
PamyB,SPpepO,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.85000,3,0.82550,0,1,1,1
PamyB,SPlipase_pro,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.85000,3,0.82550,0,1,1,1
PglaA,SPamyB,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.85000,3,0.82550,0,1,1,1
PglaA,SPglaA_pro,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.85000,3,0.82550,0,1,1,1
PamyB,SPamyB_pro,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,1.02000,3,0.82325,1,0,1,1
PamyB,SPamyB_pro,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,1.02000,3,0.82325,1,0,1,1
PglaA,SPglaA,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.80750,3,0.82103,0,1,1,1
PglaA,SPglaA,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.80750,3,0.82103,0,1,1,1
PamyB,SPamyB_pro,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,1.02000,3,0.81683,1,1,0,1
PamyB,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,1.02000,3,0.81573,0,1,1,1
PamyB,SPamyB_pro,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,1.02000,3,0.81573,0,1,1,1
PamyB,SPamyB,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,1.00000,3,0.81570,1,0,1,1
PamyB,SPamyB,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,1.00000,3,0.81570,1,0,1,1
PamyB,SPglaA_pro,cai_max,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,1.00000,3,0.81570,1,0,1,1
PamyB,SPglaA_pro,high_gc,direct_natag_pts1ok,prop_native,nglyc_ablated,1.00000,0.59444,0,0.25000,1.00000,3,0.81570,1,0,1,1
PglaA,SPpepO_pro,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.76500,3,0.81551,1,1,1,0
PglaA,SPpepO_pro,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.76500,3,0.81551,1,1,1,0
PamyB,SPlipase,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.82000,3,0.81418,0,1,1,1
PglaA,SPalpA_pro,cai_max_gc54,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.78200,3,0.81141,0,1,1,1
PglaA,SPalpA_pro,cai_max_gc54,direct_his6_pts1ok,prop_none,nglyc_ablated,0.75721,0.80000,2,0.00000,0.78200,3,0.81141,0,1,1,1
PglaA,SPglaA,cai_max_gc54,direct_natag_pts1ok,prop_native,nglyc_ablated,0.75721,0.80000,2,0.25000,0.80750,3,0.80946,0,1,1,1
PamyB,SPamyB,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,1.00000,3,0.80929,1,1,0,1
PamyB,SPglaA_pro,5p_softened,glaA_trunc_KR_3xAla,prop_native,nglyc_ablated,0.91474,0.73333,2,2.05000,1.00000,3,0.80929,1,1,0,1
PglaA,SPalpA,5p_softened,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.74800,3,0.80910,1,1,1,0
PglaA,SPalpA,5p_softened,direct_his6_pts1ok,prop_none,nglyc_ablated,0.91474,0.73333,2,0.00000,0.74800,3,0.80910,1,1,1,0
PamyB,SPglaA,cai_max,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.95000,3,0.80841,1,0,1,1
PamyB,SPglaA,cai_max,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.95000,3,0.80841,1,0,1,1
PamyB,SPglaA,high_gc,direct_3xAla_pts1blk,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.95000,3,0.80841,1,0,1,1
PamyB,SPglaA,high_gc,direct_his6_pts1ok,prop_none,nglyc_ablated,1.00000,0.59444,0,0.00000,0.95000,3,0.80841,1,0,1,1
PamyB,SPamyB,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,1.00000,3,0.80818,0,1,1,1
PamyB,SPamyB,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,1.00000,3,0.80818,0,1,1,1
PamyB,SPglaA_pro,5p_softened_balanced,direct_3xAla_pts1blk,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,1.00000,3,0.80818,0,1,1,1
PamyB,SPglaA_pro,5p_softened_balanced,direct_his6_pts1ok,prop_none,nglyc_ablated,0.67874,0.73333,2,0.00000,1.00000,3,0.80818,0,1,1,1
